transformer_id,region,zone_type,lat,lon,supply_kwh,meter_sum_kwh,loss_percent,risk_score,status,is_anomaly
TX-0763,Patiala,Residential/Institutional,30.33262,76.34304,277.43,243.04,12.39,24.8,SAFE,0
TX-0764,Jalandhar,Mixed Urban,31.35679,75.59994,59.42,45.52,23.39,78.3,CRITICAL,1
TX-0765,Ludhiana,Industrial/Urban,30.88246,75.8747,162.12,145.7,10.13,20.3,SAFE,0
TX-0766,Patiala,Residential/Institutional,30.32243,76.33898,62.08,55.73,10.24,20.5,SAFE,0
TX-0767,Bathinda,Thermal/Industrial,30.17819,74.94315,52.61,45.85,12.85,25.7,SAFE,0
TX-0768,Amritsar,Commercial/Old City,31.63518,74.89924,72.08,62.19,13.72,27.4,SAFE,0
TX-0769,Jalandhar,Mixed Urban,31.33659,75.57657,68.07,60.21,11.54,23.1,SAFE,0
TX-0770,Patiala,Residential/Institutional,30.35989,76.35633,45.43,40.2,11.51,23.0,SAFE,0
TX-0771,Jalandhar,Mixed Urban,31.34234,75.53802,58.8,52.51,10.69,21.4,SAFE,0
TX-0772,Amritsar,Commercial/Old City,31.60499,74.84839,134.55,121.55,9.66,19.3,SAFE,0
TX-0773,Patiala,Residential/Institutional,30.38458,76.35102,165.07,147.35,10.73,21.5,SAFE,0
TX-0774,Mullanpur,Rural/Agricultural,30.76892,76.6701,124.29,100.55,19.1,38.2,WARNING,0
TX-0775,Patiala,Residential/Institutional,30.37239,76.40656,116.42,106.24,8.74,17.5,SAFE,0
TX-0776,Mullanpur,Rural/Agricultural,30.7567,76.60815,78.04,66.67,14.57,29.1,SAFE,0
TX-0777,Ludhiana,Industrial/Urban,30.87067,75.83105,74.06,47.78,35.49,84.7,CRITICAL,1
TX-0778,Mullanpur,Rural/Agricultural,30.8035,76.61371,71.08,60.09,15.46,30.9,WARNING,0
TX-0779,Amritsar,Commercial/Old City,31.67237,74.85659,138.39,121.45,12.24,24.5,SAFE,0
TX-0780,Patiala,Residential/Institutional,30.29537,76.39788,117.57,105.53,10.25,20.5,SAFE,0
TX-0781,Mullanpur,Rural/Agricultural,30.7509,76.60228,52.39,44.75,14.6,29.2,SAFE,0
TX-0782,Ludhiana,Industrial/Urban,30.88528,75.81845,86.91,77.5,10.82,21.6,SAFE,0
TX-0783,Bathinda,Thermal/Industrial,30.20538,74.92374,73.11,66.98,8.38,16.8,SAFE,0
TX-0784,Bathinda,Thermal/Industrial,30.22094,74.91563,80.31,69.48,13.49,27.0,SAFE,0
TX-0785,Jalandhar,Mixed Urban,31.33431,75.5841,230.35,204.96,11.02,22.0,SAFE,0
TX-0786,Bathinda,Thermal/Industrial,30.24826,74.90421,69.56,60.14,13.55,27.1,SAFE,0
TX-0787,Amritsar,Commercial/Old City,31.66694,74.84133,53.62,46.4,13.45,26.9,SAFE,0
TX-0788,Ludhiana,Industrial/Urban,30.88222,75.87981,52.39,46.54,11.16,22.3,SAFE,0
TX-0789,Bathinda,Thermal/Industrial,30.22114,74.92942,327.05,294.78,9.87,19.7,SAFE,0
TX-0790,Ludhiana,Industrial/Urban,30.853,75.81355,281.64,258.21,8.32,16.6,SAFE,0
TX-0791,Jalandhar,Mixed Urban,31.29464,75.60114,119.22,105.93,11.15,22.3,SAFE,0
TX-0792,Ludhiana,Industrial/Urban,30.89926,75.8289,292.01,262.85,9.99,20.0,SAFE,0
TX-0793,Jalandhar,Mixed Urban,31.32351,75.616,292.56,256.21,12.42,24.8,SAFE,0
TX-0794,Jalandhar,Mixed Urban,31.28834,75.5468,230.88,207.04,10.33,20.7,SAFE,0
TX-0795,Bathinda,Thermal/Industrial,30.22733,74.97941,318.49,275.8,13.4,26.8,SAFE,0
TX-0796,Jalandhar,Mixed Urban,31.34609,75.61176,74.35,65.27,12.22,24.4,SAFE,0
TX-0797,Mullanpur,Rural/Agricultural,30.77083,76.61114,66.49,55.27,16.88,33.8,WARNING,0
TX-0798,Patiala,Residential/Institutional,30.30897,76.39245,133.76,124.03,7.27,14.5,SAFE,0
TX-0799,Patiala,Residential/Institutional,30.35784,76.36431,122.59,110.11,10.18,20.4,SAFE,0
TX-0800,Patiala,Residential/Institutional,30.30945,76.35807,50.36,44.68,11.28,22.6,SAFE,0
TX-0801,Amritsar,Commercial/Old City,31.65069,74.86584,64.48,58.19,9.75,19.5,SAFE,0
TX-0802,Mullanpur,Rural/Agricultural,30.77432,76.67546,37.73,31.52,16.46,32.9,WARNING,0
TX-0803,Jalandhar,Mixed Urban,31.28173,75.54366,68.15,58.4,14.3,28.6,SAFE,0
TX-0804,Bathinda,Thermal/Industrial,30.17341,74.90764,74.93,66.22,11.63,23.3,SAFE,0
TX-0805,Ludhiana,Industrial/Urban,30.91125,75.85628,259.79,231.91,10.73,21.5,SAFE,0
TX-0806,Bathinda,Thermal/Industrial,30.24152,74.91408,43.05,37.51,12.86,25.7,SAFE,0
TX-0807,Amritsar,Commercial/Old City,31.61168,74.87812,58.23,51.81,11.02,22.0,SAFE,0
TX-0808,Ludhiana,Industrial/Urban,30.88379,75.88101,83.6,73.95,11.54,23.1,SAFE,0
TX-0809,Mullanpur,Rural/Agricultural,30.7223,76.64858,58.02,47.94,17.37,34.7,WARNING,0
TX-0810,Bathinda,Thermal/Industrial,30.2128,74.95692,70.64,61.89,12.39,24.8,SAFE,0
TX-0811,Jalandhar,Mixed Urban,31.28662,75.60995,238.62,206.69,13.38,26.8,SAFE,0
TX-0812,Amritsar,Commercial/Old City,31.59019,74.87998,162.68,144.36,11.26,22.5,SAFE,0
TX-0813,Bathinda,Thermal/Industrial,30.23291,74.95025,52.29,47.04,10.04,20.1,SAFE,0
TX-0814,Amritsar,Commercial/Old City,31.64567,74.90838,46.79,41.85,10.55,21.1,SAFE,0
TX-0815,Bathinda,Thermal/Industrial,30.24948,74.91864,161.06,89.69,44.31,94.2,CRITICAL,1
TX-0816,Bathinda,Thermal/Industrial,30.23109,74.92402,155.85,142.43,8.61,17.2,SAFE,0
TX-0817,Patiala,Residential/Institutional,30.31799,76.3687,277.65,255.94,7.82,15.6,SAFE,0
TX-0818,Bathinda,Thermal/Industrial,30.17746,74.90189,133.97,119.32,10.93,21.9,SAFE,0
TX-0819,Amritsar,Commercial/Old City,31.65918,74.91292,347.35,304.21,12.42,24.8,SAFE,0
TX-0820,Amritsar,Commercial/Old City,31.58506,74.86171,74.42,65.28,12.28,24.6,SAFE,0
TX-0821,Jalandhar,Mixed Urban,31.3562,75.54226,48.36,42.53,12.05,24.1,SAFE,0
TX-0822,Bathinda,Thermal/Industrial,30.19262,74.98,340.33,300.52,11.7,23.4,SAFE,0
TX-0823,Jalandhar,Mixed Urban,31.35165,75.57362,156.53,86.25,44.9,82.6,CRITICAL,1
TX-0824,Bathinda,Thermal/Industrial,30.1758,74.99397,250.37,175.6,29.86,97.6,CRITICAL,1
TX-0825,Bathinda,Thermal/Industrial,30.19279,74.89638,82.13,75.67,7.86,15.7,SAFE,0
TX-0826,Jalandhar,Mixed Urban,31.3163,75.58966,330.18,283.69,14.08,28.2,SAFE,0
TX-0827,Bathinda,Thermal/Industrial,30.20553,74.94431,67.63,48.46,28.34,79.3,CRITICAL,1
TX-0828,Ludhiana,Industrial/Urban,30.92753,75.90024,57.04,52.47,8.02,16.0,SAFE,0
TX-0829,Bathinda,Thermal/Industrial,30.19972,74.92378,346.18,266.28,23.08,79.5,CRITICAL,1
TX-0830,Jalandhar,Mixed Urban,31.2999,75.58909,52.81,45.33,14.16,28.3,SAFE,0
TX-0831,Ludhiana,Industrial/Urban,30.88362,75.88292,286.62,264.91,7.58,15.2,SAFE,0
TX-0832,Jalandhar,Mixed Urban,31.29883,75.53205,41.11,36.05,12.31,24.6,SAFE,0
TX-0833,Ludhiana,Industrial/Urban,30.891,75.81304,148.94,139.84,6.11,12.2,SAFE,0
TX-0834,Mullanpur,Rural/Agricultural,30.78757,76.63523,40.97,34.96,14.67,29.3,SAFE,0
TX-0835,Ludhiana,Industrial/Urban,30.92017,75.87343,144.51,132.92,8.02,16.0,SAFE,0
TX-0836,Patiala,Residential/Institutional,30.33999,76.42789,270.04,239.36,11.36,22.7,SAFE,0
TX-0837,Patiala,Residential/Institutional,30.33549,76.38441,284.86,253.01,11.18,22.4,SAFE,0
TX-0838,Amritsar,Commercial/Old City,31.6703,74.87036,37.52,32.56,13.22,26.4,SAFE,0
TX-0839,Jalandhar,Mixed Urban,31.2964,75.60885,36.53,32.87,10.02,20.0,SAFE,0
TX-0840,Bathinda,Thermal/Industrial,30.19009,74.94244,48.4,44.31,8.44,16.9,SAFE,0
TX-0841,Jalandhar,Mixed Urban,31.30579,75.6042,39.34,36.0,8.49,17.0,SAFE,0
TX-0842,Patiala,Residential/Institutional,30.38379,76.3712,70.62,65.64,7.04,14.1,SAFE,0
TX-0843,Amritsar,Commercial/Old City,31.63004,74.89327,314.32,285.06,9.31,18.6,SAFE,0
TX-0844,Ludhiana,Industrial/Urban,30.87918,75.82573,36.88,34.62,6.13,12.3,SAFE,0
TX-0845,Mullanpur,Rural/Agricultural,30.76787,76.65389,70.63,58.86,16.65,33.3,WARNING,0
TX-0846,Bathinda,Thermal/Industrial,30.23719,74.98483,51.25,37.02,27.77,84.3,CRITICAL,1
TX-0847,Ludhiana,Industrial/Urban,30.94039,75.84088,54.34,47.79,12.05,24.1,SAFE,0
TX-0848,Jalandhar,Mixed Urban,31.32128,75.55407,257.63,231.59,10.11,20.2,SAFE,0
TX-0849,Ludhiana,Industrial/Urban,30.8789,75.8478,47.13,43.1,8.55,17.1,SAFE,0
TX-0850,Patiala,Residential/Institutional,30.3628,76.37268,40.5,37.56,7.27,14.5,SAFE,0
TX-0851,Bathinda,Thermal/Industrial,30.20822,74.96679,66.72,57.9,13.21,26.4,SAFE,0
TX-0852,Ludhiana,Industrial/Urban,30.91352,75.90106,235.69,206.83,12.24,24.5,SAFE,0
TX-0853,Jalandhar,Mixed Urban,31.35482,75.5286,70.4,61.41,12.77,25.5,SAFE,0
TX-0854,Amritsar,Commercial/Old City,31.61275,74.87612,53.07,48.37,8.86,17.7,SAFE,0
TX-0855,Ludhiana,Industrial/Urban,30.93633,75.85713,231.56,216.1,6.67,13.3,SAFE,0
TX-0856,Bathinda,Thermal/Industrial,30.21252,74.99453,241.07,210.66,12.61,25.2,SAFE,0
TX-0857,Ludhiana,Industrial/Urban,30.94057,75.81019,51.04,45.34,11.16,22.3,SAFE,0
TX-0858,Mullanpur,Rural/Agricultural,30.80076,76.6271,254.5,213.07,16.28,32.6,WARNING,0
TX-0859,Patiala,Residential/Institutional,30.29071,76.40173,289.65,268.74,7.22,14.4,SAFE,0
TX-0860,Jalandhar,Mixed Urban,31.36234,75.54015,40.2,34.57,14.02,28.0,SAFE,0
TX-0861,Amritsar,Commercial/Old City,31.6212,74.83154,64.4,55.92,13.17,26.3,SAFE,0
TX-0862,Patiala,Residential/Institutional,30.38561,76.36166,312.34,284.85,8.8,17.6,SAFE,0
TX-0863,Jalandhar,Mixed Urban,31.3081,75.57881,64.54,58.41,9.5,19.0,SAFE,0
TX-0864,Jalandhar,Mixed Urban,31.35818,75.5401,132.2,118.87,10.08,20.2,SAFE,0
TX-0865,Amritsar,Commercial/Old City,31.58468,74.89869,138.31,121.37,12.25,24.5,SAFE,0
TX-0866,Amritsar,Commercial/Old City,31.66263,74.86281,49.71,45.2,9.08,18.2,SAFE,0
TX-0867,Amritsar,Commercial/Old City,31.59041,74.88191,64.9,56.49,12.97,25.9,SAFE,0
TX-0868,Mullanpur,Rural/Agricultural,30.80548,76.63933,172.02,148.33,13.77,27.5,SAFE,0
TX-0869,Bathinda,Thermal/Industrial,30.18091,74.93028,128.26,118.15,7.88,15.8,SAFE,0
TX-0870,Ludhiana,Industrial/Urban,30.87811,75.88333,314.12,287.78,8.38,16.8,SAFE,0
TX-0871,Mullanpur,Rural/Agricultural,30.81875,76.68877,140.44,115.64,17.66,35.3,WARNING,0
TX-0872,Patiala,Residential/Institutional,30.31648,76.38749,235.71,219.72,6.78,13.6,SAFE,0
TX-0873,Mullanpur,Rural/Agricultural,30.78982,76.62458,152.68,91.78,39.89,76.3,CRITICAL,1
TX-0874,Jalandhar,Mixed Urban,31.34534,75.60282,120.77,104.7,13.3,26.6,SAFE,0
TX-0875,Jalandhar,Mixed Urban,31.3487,75.59549,115.36,101.87,11.7,23.4,SAFE,0
TX-0876,Bathinda,Thermal/Industrial,30.25251,74.91114,279.19,258.78,7.31,14.6,SAFE,0
TX-0877,Bathinda,Thermal/Industrial,30.21283,74.96772,46.76,41.77,10.67,21.3,SAFE,0
TX-0878,Patiala,Residential/Institutional,30.33473,76.36654,61.82,56.38,8.8,17.6,SAFE,0
TX-0879,Amritsar,Commercial/Old City,31.62862,74.8777,171.38,148.93,13.1,26.2,SAFE,0
TX-0880,Patiala,Residential/Institutional,30.35191,76.36708,322.27,287.19,10.89,21.8,SAFE,0
TX-0881,Bathinda,Thermal/Industrial,30.21095,74.97198,44.52,41.17,7.52,15.0,SAFE,0
TX-0882,Mullanpur,Rural/Agricultural,30.72963,76.67992,130.73,112.6,13.87,27.7,SAFE,0
TX-0883,Jalandhar,Mixed Urban,31.3555,75.54254,74.72,66.2,11.41,22.8,SAFE,0
TX-0884,Bathinda,Thermal/Industrial,30.20773,74.90617,139.88,122.92,12.12,24.2,SAFE,0
TX-0885,Bathinda,Thermal/Industrial,30.16853,74.90674,126.07,109.5,13.15,26.3,SAFE,0
TX-0886,Patiala,Residential/Institutional,30.32831,76.4312,87.02,78.33,10.0,20.0,SAFE,0
TX-0887,Patiala,Residential/Institutional,30.36339,76.36441,38.72,34.96,9.72,19.4,SAFE,0
TX-0888,Bathinda,Thermal/Industrial,30.25407,74.89796,58.4,52.59,9.95,19.9,SAFE,0
TX-0889,Mullanpur,Rural/Agricultural,30.81866,76.59983,155.58,130.16,16.34,32.7,WARNING,0
TX-0890,Patiala,Residential/Institutional,30.35482,76.43515,50.44,46.36,8.08,16.2,SAFE,0
TX-0891,Amritsar,Commercial/Old City,31.66664,74.89245,329.6,291.66,11.51,23.0,SAFE,0
TX-0892,Mullanpur,Rural/Agricultural,30.81396,76.65741,274.94,193.06,29.78,95.6,CRITICAL,1
TX-0893,Patiala,Residential/Institutional,30.33759,76.37243,50.39,46.01,8.7,17.4,SAFE,0
TX-0894,Amritsar,Commercial/Old City,31.61557,74.83483,118.56,107.41,9.41,18.8,SAFE,0
TX-0895,Bathinda,Thermal/Industrial,30.2059,74.94143,52.81,47.23,10.56,21.1,SAFE,0
TX-0896,Mullanpur,Rural/Agricultural,30.76323,76.67718,134.52,111.16,17.37,34.7,WARNING,0
TX-0897,Mullanpur,Rural/Agricultural,30.73129,76.68441,113.6,95.04,16.34,32.7,WARNING,0
TX-0898,Mullanpur,Rural/Agricultural,30.7649,76.62754,298.56,245.14,17.9,35.8,WARNING,0
TX-0899,Mullanpur,Rural/Agricultural,30.73976,76.61212,68.84,47.41,31.12,73.5,CRITICAL,1
TX-0900,Mullanpur,Rural/Agricultural,30.726,76.65058,87.95,74.89,14.85,29.7,SAFE,0
TX-0901,Patiala,Residential/Institutional,30.31722,76.33956,128.67,114.06,11.35,22.7,SAFE,0
TX-0902,Bathinda,Thermal/Industrial,30.22852,74.91609,260.33,236.15,9.29,18.6,SAFE,0
TX-0903,Ludhiana,Industrial/Urban,30.93686,75.90357,72.41,66.52,8.14,16.3,SAFE,0
TX-0904,Mullanpur,Rural/Agricultural,30.77898,76.65513,58.27,47.63,18.26,36.5,WARNING,0
TX-0905,Mullanpur,Rural/Agricultural,30.79585,76.67839,262.39,220.91,15.81,31.6,WARNING,0
TX-0906,Bathinda,Thermal/Industrial,30.16434,74.95348,162.49,148.33,8.72,17.4,SAFE,0
TX-0907,Jalandhar,Mixed Urban,31.28081,75.57456,242.46,215.18,11.25,22.5,SAFE,0
TX-0908,Patiala,Residential/Institutional,30.35439,76.36019,297.46,261.43,12.11,24.2,SAFE,0
TX-0909,Amritsar,Commercial/Old City,31.61495,74.8671,122.59,104.33,14.9,29.8,SAFE,0
TX-0910,Ludhiana,Industrial/Urban,30.88645,75.86376,141.3,124.75,11.71,23.4,SAFE,0
TX-0911,Ludhiana,Industrial/Urban,30.86135,75.87296,47.65,43.1,9.55,19.1,SAFE,0
TX-0912,Bathinda,Thermal/Industrial,30.25557,74.96318,44.74,39.09,12.62,25.2,SAFE,0
TX-0913,Jalandhar,Mixed Urban,31.29039,75.53667,72.42,64.64,10.75,21.5,SAFE,0
TX-0914,Patiala,Residential/Institutional,30.36316,76.4209,245.36,145.02,40.89,79.9,CRITICAL,1
TX-0915,Ludhiana,Industrial/Urban,30.88759,75.83024,311.38,287.31,7.73,15.5,SAFE,0
TX-0916,Mullanpur,Rural/Agricultural,30.73832,76.6364,296.9,239.16,19.45,38.9,WARNING,0
TX-0917,Bathinda,Thermal/Industrial,30.17934,74.89618,87.36,54.34,37.79,76.8,CRITICAL,1
TX-0918,Jalandhar,Mixed Urban,31.3035,75.54856,170.25,149.65,12.1,24.2,SAFE,0
TX-0919,Mullanpur,Rural/Agricultural,30.76488,76.62434,37.26,30.14,19.11,38.2,WARNING,0
TX-0920,Bathinda,Thermal/Industrial,30.24847,74.96924,44.84,40.77,9.06,18.1,SAFE,0
TX-0921,Bathinda,Thermal/Industrial,30.22432,74.96761,132.21,116.71,11.72,23.4,SAFE,0
TX-0922,Jalandhar,Mixed Urban,31.33868,75.54081,338.96,188.0,44.54,94.3,CRITICAL,1
TX-0923,Amritsar,Commercial/Old City,31.59475,74.82399,85.2,77.92,8.55,17.1,SAFE,0
TX-0924,Ludhiana,Industrial/Urban,30.87214,75.83382,77.72,72.64,6.55,13.1,SAFE,0
TX-0925,Amritsar,Commercial/Old City,31.66351,74.83587,134.04,116.24,13.27,26.5,SAFE,0
TX-0926,Patiala,Residential/Institutional,30.29982,76.36407,125.04,115.91,7.3,14.6,SAFE,0
TX-0927,Amritsar,Commercial/Old City,31.68214,74.88527,49.57,37.1,25.17,71.5,CRITICAL,1
TX-0928,Amritsar,Commercial/Old City,31.59101,74.82796,317.12,285.14,10.08,20.2,SAFE,0
TX-0929,Bathinda,Thermal/Industrial,30.24529,74.94009,302.23,210.66,30.3,91.1,CRITICAL,1
TX-0930,Mullanpur,Rural/Agricultural,30.72817,76.62945,131.19,108.72,17.13,34.3,WARNING,0
TX-0931,Bathinda,Thermal/Industrial,30.19548,74.93453,53.15,47.19,11.23,22.5,SAFE,0
TX-0932,Amritsar,Commercial/Old City,31.62574,74.83673,227.69,204.23,10.3,20.6,SAFE,0
TX-0933,Mullanpur,Rural/Agricultural,30.74225,76.6669,303.61,245.22,19.23,38.5,WARNING,0
TX-0934,Patiala,Residential/Institutional,30.37496,76.42328,42.2,37.48,11.18,22.4,SAFE,0
TX-0935,Patiala,Residential/Institutional,30.2918,76.39556,72.8,64.38,11.58,23.2,SAFE,0
TX-0936,Jalandhar,Mixed Urban,31.34781,75.57047,129.23,89.42,30.81,75.0,CRITICAL,1
TX-0937,Bathinda,Thermal/Industrial,30.20502,74.90243,43.66,38.01,12.94,25.9,SAFE,0
TX-0938,Ludhiana,Industrial/Urban,30.90512,75.81259,62.54,57.33,8.33,16.7,SAFE,0
TX-0939,Ludhiana,Industrial/Urban,30.89902,75.85589,65.31,57.55,11.88,23.8,SAFE,0
TX-0940,Amritsar,Commercial/Old City,31.65587,74.88092,303.2,273.14,9.92,19.8,SAFE,0
TX-0941,Amritsar,Commercial/Old City,31.67548,74.85584,71.58,45.34,36.65,95.2,CRITICAL,1
TX-0942,Amritsar,Commercial/Old City,31.67699,74.86817,80.9,73.15,9.57,19.1,SAFE,0
TX-0943,Amritsar,Commercial/Old City,31.66931,74.91566,69.41,63.13,9.05,18.1,SAFE,0
TX-0944,Patiala,Residential/Institutional,30.35644,76.36544,49.69,45.37,8.69,17.4,SAFE,0
TX-0945,Jalandhar,Mixed Urban,31.3408,75.55075,71.35,55.57,22.11,81.6,CRITICAL,1
TX-0946,Jalandhar,Mixed Urban,31.28386,75.55929,43.48,38.5,11.47,22.9,SAFE,0
TX-0947,Patiala,Residential/Institutional,30.35827,76.35811,152.66,140.38,8.04,16.1,SAFE,0
TX-0948,Ludhiana,Industrial/Urban,30.85297,75.89524,313.91,289.59,7.75,15.5,SAFE,0
TX-0949,Amritsar,Commercial/Old City,31.65203,74.90484,87.37,75.73,13.32,26.6,SAFE,0
TX-0950,Ludhiana,Industrial/Urban,30.86316,75.87061,67.8,60.16,11.27,22.5,SAFE,0
TX-0951,Bathinda,Thermal/Industrial,30.24542,74.90943,161.4,140.2,13.13,26.3,SAFE,0
TX-0952,Patiala,Residential/Institutional,30.29854,76.43055,328.15,294.61,10.22,20.4,SAFE,0
TX-0953,Mullanpur,Rural/Agricultural,30.73589,76.68739,36.29,30.3,16.49,33.0,WARNING,0
TX-0954,Ludhiana,Industrial/Urban,30.87835,75.84727,173.46,161.44,6.93,13.9,SAFE,0
TX-0955,Amritsar,Commercial/Old City,31.65414,74.82374,77.31,70.67,8.59,17.2,SAFE,0
TX-0956,Bathinda,Thermal/Industrial,30.25132,74.96687,36.74,32.85,10.57,21.1,SAFE,0
TX-0957,Amritsar,Commercial/Old City,31.63253,74.83724,46.1,41.54,9.88,19.8,SAFE,0
TX-0958,Ludhiana,Industrial/Urban,30.85938,75.87161,58.33,53.87,7.65,15.3,SAFE,0
TX-0959,Mullanpur,Rural/Agricultural,30.80288,76.69119,125.22,101.89,18.63,37.3,WARNING,0
TX-0960,Amritsar,Commercial/Old City,31.65093,74.9038,277.5,238.47,14.06,28.1,SAFE,0
TX-0961,Mullanpur,Rural/Agricultural,30.81285,76.66976,335.97,276.57,17.68,35.4,WARNING,0
TX-0962,Amritsar,Commercial/Old City,31.64631,74.85791,78.3,70.25,10.28,20.6,SAFE,0
TX-0963,Ludhiana,Industrial/Urban,30.92732,75.88752,83.73,78.02,6.83,13.7,SAFE,0
TX-0964,Patiala,Residential/Institutional,30.30589,76.40693,166.6,154.59,7.21,14.4,SAFE,0
TX-0965,Bathinda,Thermal/Industrial,30.25462,74.94685,42.51,37.79,11.1,22.2,SAFE,0
TX-0966,Bathinda,Thermal/Industrial,30.2103,74.94269,133.67,119.1,10.9,21.8,SAFE,0
TX-0967,Ludhiana,Industrial/Urban,30.88433,75.85649,53.78,34.47,35.91,84.8,CRITICAL,1
TX-0968,Ludhiana,Industrial/Urban,30.86168,75.83118,37.42,34.76,7.11,14.2,SAFE,0
TX-0969,Mullanpur,Rural/Agricultural,30.75181,76.59682,336.3,290.78,13.53,27.1,SAFE,0
TX-0970,Patiala,Residential/Institutional,30.33453,76.43345,259.6,233.81,9.93,19.9,SAFE,0
TX-0971,Patiala,Residential/Institutional,30.36575,76.3575,309.0,278.47,9.88,19.8,SAFE,0
TX-0972,Ludhiana,Industrial/Urban,30.92328,75.90183,50.24,44.44,11.54,23.1,SAFE,0
TX-0973,Mullanpur,Rural/Agricultural,30.78943,76.61166,158.25,128.36,18.89,37.8,WARNING,0
TX-0974,Amritsar,Commercial/Old City,31.61075,74.87422,234.49,200.17,14.63,29.3,SAFE,0
TX-0975,Mullanpur,Rural/Agricultural,30.79458,76.62545,293.74,242.14,17.57,35.1,WARNING,0
TX-0976,Jalandhar,Mixed Urban,31.32136,75.53,77.51,70.73,8.74,17.5,SAFE,0
TX-0977,Patiala,Residential/Institutional,30.32814,76.42062,51.14,46.72,8.65,17.3,SAFE,0
TX-0978,Jalandhar,Mixed Urban,31.33481,75.5929,50.53,46.23,8.5,17.0,SAFE,0
TX-0979,Amritsar,Commercial/Old City,31.64606,74.88614,85.86,74.09,13.71,27.4,SAFE,0
TX-0980,Patiala,Residential/Institutional,30.33693,76.43501,336.12,309.93,7.79,15.6,SAFE,0
TX-0981,Amritsar,Commercial/Old City,31.58675,74.86266,54.36,47.83,12.01,24.0,SAFE,0
TX-0982,Bathinda,Thermal/Industrial,30.23348,74.94604,114.08,100.39,12.0,24.0,SAFE,0
TX-0983,Patiala,Residential/Institutional,30.35637,76.38625,262.55,238.61,9.12,18.2,SAFE,0
TX-0984,Jalandhar,Mixed Urban,31.28217,75.57121,55.17,50.25,8.92,17.8,SAFE,0
TX-0985,Ludhiana,Industrial/Urban,30.897,75.83523,52.14,47.23,9.43,18.9,SAFE,0
TX-0986,Patiala,Residential/Institutional,30.37804,76.39407,66.2,60.86,8.07,16.1,SAFE,0
TX-0987,Mullanpur,Rural/Agricultural,30.81811,76.5955,35.6,30.76,13.58,27.2,SAFE,0
TX-0988,Patiala,Residential/Institutional,30.30436,76.40664,249.47,194.46,22.05,87.9,CRITICAL,1
TX-0989,Ludhiana,Industrial/Urban,30.94306,75.81666,116.64,106.59,8.62,17.2,SAFE,0
TX-0990,Amritsar,Commercial/Old City,31.63617,74.84857,345.33,308.4,10.69,21.4,SAFE,0
TX-0991,Amritsar,Commercial/Old City,31.66289,74.89048,59.95,53.48,10.78,21.6,SAFE,0
TX-0992,Bathinda,Thermal/Industrial,30.17148,74.92229,270.92,248.48,8.28,16.6,SAFE,0
TX-0993,Amritsar,Commercial/Old City,31.62016,74.86294,135.47,118.42,12.58,25.2,SAFE,0
TX-0994,Amritsar,Commercial/Old City,31.67959,74.82934,273.95,234.44,14.42,28.8,SAFE,0
TX-0995,Patiala,Residential/Institutional,30.33992,76.37528,82.98,73.91,10.93,21.9,SAFE,0
TX-0996,Patiala,Residential/Institutional,30.32887,76.40348,118.07,104.48,11.51,23.0,SAFE,0
TX-0997,Patiala,Residential/Institutional,30.35047,76.35358,56.34,50.52,10.32,20.6,SAFE,0
TX-0998,Patiala,Residential/Institutional,30.29161,76.37693,114.38,71.51,37.48,97.7,CRITICAL,1
TX-0999,Amritsar,Commercial/Old City,31.6313,74.87427,54.93,48.47,11.76,23.5,SAFE,0
TX-1000,Mullanpur,Rural/Agricultural,30.80746,76.62739,305.69,247.51,19.03,38.1,WARNING,0
TX-1001,Amritsar,Commercial/Old City,31.62928,74.90585,307.55,274.12,10.87,21.7,SAFE,0
TX-1002,Mullanpur,Rural/Agricultural,30.74059,76.67599,144.57,122.17,15.5,31.0,WARNING,0
TX-1003,Mullanpur,Rural/Agricultural,30.77798,76.68007,73.13,62.19,14.97,29.9,SAFE,0
TX-1004,Patiala,Residential/Institutional,30.38624,76.40869,83.78,76.26,8.98,18.0,SAFE,0
TX-1005,Mullanpur,Rural/Agricultural,30.79356,76.62445,157.0,130.15,17.1,34.2,WARNING,0
TX-1006,Mullanpur,Rural/Agricultural,30.75934,76.63761,112.86,93.78,16.91,33.8,WARNING,0
TX-1007,Ludhiana,Industrial/Urban,30.93986,75.85568,64.62,56.82,12.07,24.1,SAFE,0
TX-1008,Bathinda,Thermal/Industrial,30.21719,74.92696,35.87,32.06,10.61,21.2,SAFE,0
TX-1009,Ludhiana,Industrial/Urban,30.85867,75.84993,248.75,170.64,31.4,83.1,CRITICAL,1
TX-1010,Ludhiana,Industrial/Urban,30.87475,75.90519,73.22,67.67,7.58,15.2,SAFE,0
TX-1011,Ludhiana,Industrial/Urban,30.86999,75.85337,77.27,69.26,10.37,20.7,SAFE,0
TX-1012,Mullanpur,Rural/Agricultural,30.80355,76.63507,335.13,276.36,17.54,35.1,WARNING,0
TX-1013,Amritsar,Commercial/Old City,31.65497,74.82304,225.29,194.78,13.54,27.1,SAFE,0
TX-1014,Mullanpur,Rural/Agricultural,30.81794,76.64736,53.82,46.09,14.36,28.7,SAFE,0
TX-1015,Ludhiana,Industrial/Urban,30.89757,75.83132,47.97,42.59,11.21,22.4,SAFE,0
TX-1016,Ludhiana,Industrial/Urban,30.93402,75.8737,39.16,35.09,10.4,20.8,SAFE,0
TX-1017,Ludhiana,Industrial/Urban,30.85494,75.88143,172.66,161.11,6.69,13.4,SAFE,0
